# owner	field	kind	target
CActorSiteOpHostedOffset	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpIncoming	HostImpact	struct	SActorRequest
CActorSiteOpIncoming	HostIncoming	struct	SActorRequest
CActorSiteOpIncoming	On	struct	SActorEvent
CActorSiteOpIncoming	Preload	link	CPreloadLink
CActorSiteOpIncoming	Remove	struct	SActorEvent
CActorSiteOpIncoming	Supporter	struct	SActorRequest
CActorSiteOpIncoming	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpLocalOffset	On	struct	SActorEvent
CActorSiteOpLocalOffset	OverridingLengthExtra	struct	SAccumulatedFixed
CActorSiteOpLocalOffset	Preload	link	CPreloadLink
CActorSiteOpLocalOffset	Remove	struct	SActorEvent
CActorSiteOpLocalOffset	Supporter	struct	SActorRequest
CActorSiteOpLocalOffset	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpOrbiter	On	struct	SActorEvent
CActorSiteOpOrbiter	Preload	link	CPreloadLink
CActorSiteOpOrbiter	Remove	struct	SActorEvent
CActorSiteOpOrbiter	Supporter	struct	SActorRequest
CActorSiteOpOrbiter	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpOrientAttachPointTo	AttachQuery	struct	SAttachQuery
CActorSiteOpOrientAttachPointTo	On	struct	SActorEvent
CActorSiteOpOrientAttachPointTo	Preload	link	CPreloadLink
CActorSiteOpOrientAttachPointTo	Remove	struct	SActorEvent
CActorSiteOpOrientAttachPointTo	Supporter	struct	SActorRequest
CActorSiteOpOrientAttachPointTo	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpPatch	On	struct	SActorEvent
CActorSiteOpPatch	Preload	link	CPreloadLink
CActorSiteOpPatch	Remove	struct	SActorEvent
CActorSiteOpPatch	Supporter	struct	SActorRequest
CActorSiteOpPatch	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpPersistentOffset	HostInitial	struct	SActorRequest
CActorSiteOpPersistentOffset	HostInitialSiteOps	struct	SActorSiteOpsData
CActorSiteOpPersistentOffset	On	struct	SActorEvent
CActorSiteOpPersistentOffset	Preload	link	CPreloadLink
CActorSiteOpPersistentOffset	Remove	struct	SActorEvent
CActorSiteOpPersistentOffset	Supporter	struct	SActorRequest
CActorSiteOpPersistentOffset	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpPhysicsImpact	On	struct	SActorEvent
CActorSiteOpPhysicsImpact	Preload	link	CPreloadLink
CActorSiteOpPhysicsImpact	Remove	struct	SActorEvent
CActorSiteOpPhysicsImpact	Supporter	struct	SActorRequest
CActorSiteOpPhysicsImpact	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpPitchLimiter	HostPitchLimiter	struct	SActorRequest
CActorSiteOpPitchLimiter	HostPitchLimiterSiteOps	struct	SActorSiteOpsData
CActorSiteOpPitchLimiter	On	struct	SActorEvent
CActorSiteOpPitchLimiter	Preload	link	CPreloadLink
CActorSiteOpPitchLimiter	Remove	struct	SActorEvent
CActorSiteOpPitchLimiter	Supporter	struct	SActorRequest
CActorSiteOpPitchLimiter	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRandomPointInCircle	On	struct	SActorEvent
CActorSiteOpRandomPointInCircle	Preload	link	CPreloadLink
CActorSiteOpRandomPointInCircle	Remove	struct	SActorEvent
CActorSiteOpRandomPointInCircle	Supporter	struct	SActorRequest
CActorSiteOpRandomPointInCircle	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRandomPointInCrossbar	On	struct	SActorEvent
CActorSiteOpRandomPointInCrossbar	Preload	link	CPreloadLink
CActorSiteOpRandomPointInCrossbar	Remove	struct	SActorEvent
CActorSiteOpRandomPointInCrossbar	Supporter	struct	SActorRequest
CActorSiteOpRandomPointInCrossbar	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRandomPointInSphere	On	struct	SActorEvent
CActorSiteOpRandomPointInSphere	Preload	link	CPreloadLink
CActorSiteOpRandomPointInSphere	Remove	struct	SActorEvent
CActorSiteOpRandomPointInSphere	Supporter	struct	SActorRequest
CActorSiteOpRandomPointInSphere	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRotationExplicit	On	struct	SActorEvent
CActorSiteOpRotationExplicit	Preload	link	CPreloadLink
CActorSiteOpRotationExplicit	Remove	struct	SActorEvent
CActorSiteOpRotationExplicit	Supporter	struct	SActorRequest
CActorSiteOpRotationExplicit	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRotationRandom	On	struct	SActorEvent
CActorSiteOpRotationRandom	Preload	link	CPreloadLink
CActorSiteOpRotationRandom	Remove	struct	SActorEvent
CActorSiteOpRotationRandom	Supporter	struct	SActorRequest
CActorSiteOpRotationRandom	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRotationSmooth	On	struct	SActorEvent
CActorSiteOpRotationSmooth	Preload	link	CPreloadLink
CActorSiteOpRotationSmooth	Remove	struct	SActorEvent
CActorSiteOpRotationSmooth	Supporter	struct	SActorRequest
CActorSiteOpRotationSmooth	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRotationVariancer	On	struct	SActorEvent
CActorSiteOpRotationVariancer	Preload	link	CPreloadLink
CActorSiteOpRotationVariancer	Remove	struct	SActorEvent
CActorSiteOpRotationVariancer	Supporter	struct	SActorRequest
CActorSiteOpRotationVariancer	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpRotator	On	struct	SActorEvent
CActorSiteOpRotator	Preload	link	CPreloadLink
CActorSiteOpRotator	Remove	struct	SActorEvent
CActorSiteOpRotator	Supporter	struct	SActorRequest
CActorSiteOpRotator	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpSelectionOffset	On	struct	SActorEvent
CActorSiteOpSelectionOffset	Preload	link	CPreloadLink
CActorSiteOpSelectionOffset	Remove	struct	SActorEvent
CActorSiteOpSelectionOffset	Supporter	struct	SActorRequest
CActorSiteOpSelectionOffset	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpSerpentHead	Aggregate	struct	SSerpentAggregate
CActorSiteOpSerpentHead	On	struct	SActorEvent
CActorSiteOpSerpentHead	Preload	link	CPreloadLink
CActorSiteOpSerpentHead	Remove	struct	SActorEvent
CActorSiteOpSerpentHead	Segment	struct	SSerpentSegment
CActorSiteOpSerpentHead	Supporter	struct	SActorRequest
CActorSiteOpSerpentHead	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpSerpentSegment	On	struct	SActorEvent
CActorSiteOpSerpentSegment	Preload	link	CPreloadLink
CActorSiteOpSerpentSegment	Remove	struct	SActorEvent
CActorSiteOpSerpentSegment	Segment	struct	SSerpentSegment
CActorSiteOpSerpentSegment	Supporter	struct	SActorRequest
CActorSiteOpSerpentSegment	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpShadow	On	struct	SActorEvent
CActorSiteOpShadow	Preload	link	CPreloadLink
CActorSiteOpShadow	Remove	struct	SActorEvent
CActorSiteOpShadow	Supporter	struct	SActorRequest
CActorSiteOpShadow	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpTether	HostTether	struct	SActorRequest
CActorSiteOpTether	HostTetherSiteOps	struct	SActorSiteOpsData
CActorSiteOpTether	On	struct	SActorEvent
CActorSiteOpTether	Preload	link	CPreloadLink
CActorSiteOpTether	Remove	struct	SActorEvent
CActorSiteOpTether	Supporter	struct	SActorRequest
CActorSiteOpTether	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpTilter	On	struct	SActorEvent
CActorSiteOpTilter	Preload	link	CPreloadLink
CActorSiteOpTilter	Remove	struct	SActorEvent
CActorSiteOpTilter	Supporter	struct	SActorRequest
CActorSiteOpTilter	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpTipability	On	struct	SActorEvent
CActorSiteOpTipability	Preload	link	CPreloadLink
CActorSiteOpTipability	Remove	struct	SActorEvent
CActorSiteOpTipability	Supporter	struct	SActorRequest
CActorSiteOpTipability	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpUp	HostUp	struct	SActorRequest
CActorSiteOpUp	HostUpSiteOps	struct	SActorSiteOpsData
CActorSiteOpUp	On	struct	SActorEvent
CActorSiteOpUp	Preload	link	CPreloadLink
CActorSiteOpUp	Remove	struct	SActorEvent
CActorSiteOpUp	Supporter	struct	SActorRequest
CActorSiteOpUp	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpYawLimiter	HostYawLimiter	struct	SActorRequest
CActorSiteOpYawLimiter	HostYawLimiterSiteOps	struct	SActorSiteOpsData
CActorSiteOpYawLimiter	On	struct	SActorEvent
CActorSiteOpYawLimiter	Preload	link	CPreloadLink
CActorSiteOpYawLimiter	Remove	struct	SActorEvent
CActorSiteOpYawLimiter	Supporter	struct	SActorRequest
CActorSiteOpYawLimiter	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOpZ	HostZ	struct	SActorRequest
CActorSiteOpZ	On	struct	SActorEvent
CActorSiteOpZ	Preload	link	CPreloadLink
CActorSiteOpZ	Remove	struct	SActorEvent
CActorSiteOpZ	Supporter	struct	SActorRequest
CActorSiteOpZ	VisibilityShape	struct	SActorVisibilityShape
CActorSiteOrbiter	Host	struct	SActorRequest
CActorSiteOrbiter	HostForProps	struct	SActorRequest
CActorSiteOrbiter	HostSiteOps	struct	SActorSiteOpsData
CActorSiteOrbiter	On	struct	SActorEvent
CActorSiteOrbiter	Preload	link	CPreloadLink
CActorSiteOrbiter	Remove	struct	SActorEvent
CActorSiteOrbiter	Supporter	struct	SActorRequest
CActorSiteOrbiter	VisibilityShape	struct	SActorVisibilityShape
CActorSiteRocker	Host	struct	SActorRequest
CActorSiteRocker	HostForProps	struct	SActorRequest
CActorSiteRocker	HostSiteOps	struct	SActorSiteOpsData
CActorSiteRocker	On	struct	SActorEvent
CActorSiteRocker	Preload	link	CPreloadLink
CActorSiteRocker	Remove	struct	SActorEvent
CActorSiteRocker	Supporter	struct	SActorRequest
CActorSiteRocker	VisibilityShape	struct	SActorVisibilityShape
CActorSnapshot	EventDataFootprint	struct	SEventDataFootprint
CActorSnapshot	EventDataSound	struct	SEventDataSound
CActorSnapshot	Host	struct	SActorRequest
CActorSnapshot	HostedAttaches	struct	SActorHostedAttach
CActorSnapshot	HostFor2ndVisibilityTest	struct	SActorRequest
CActorSnapshot	HostForProps	struct	SActorRequest
CActorSnapshot	HostSiteOps	struct	SActorSiteOpsData
CActorSnapshot	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorSnapshot	Model	link	CModelLink
CActorSnapshot	ModelAspectSets	struct	SActorModelAspectSet
CActorSnapshot	On	struct	SActorEvent
CActorSnapshot	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorSnapshot	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorSnapshot	Preload	link	CPreloadLink
CActorSnapshot	Remove	struct	SActorEvent
CActorSnapshot	Supporter	struct	SActorRequest
CActorSnapshot	VisibilityShape	struct	SActorVisibilityShape
CActorSound	Host	struct	SActorRequest
CActorSound	HostForProps	struct	SActorRequest
CActorSound	HostSiteOps	struct	SActorSiteOpsData
CActorSound	Layers	struct	SActorSoundLayer
CActorSound	On	struct	SActorEvent
CActorSound	Preload	link	CPreloadLink
CActorSound	Remove	struct	SActorEvent
CActorSound	Sound	link	CSoundLink
CActorSound	Supporter	struct	SActorRequest
CActorSound	VisibilityShape	struct	SActorVisibilityShape
CActorSplat	Host	struct	SActorRequest
CActorSplat	HostForProps	struct	SActorRequest
CActorSplat	HostSiteOps	struct	SActorSiteOpsData
CActorSplat	Model	link	CModelLink
CActorSplat	On	struct	SActorEvent
CActorSplat	Preload	link	CPreloadLink
CActorSplat	Remove	struct	SActorEvent
CActorSplat	Supporter	struct	SActorRequest
CActorSplat	VisibilityShape	struct	SActorVisibilityShape
CActorSquib	Host	struct	SActorRequest
CActorSquib	HostForProps	struct	SActorRequest
CActorSquib	HostSiteOps	struct	SActorSiteOpsData
CActorSquib	Map	struct	SActorAVPair
CActorSquib	On	struct	SActorEvent
CActorSquib	Preload	link	CPreloadLink
CActorSquib	Remove	struct	SActorEvent
CActorSquib	Supporter	struct	SActorRequest
CActorSquib	VisibilityShape	struct	SActorVisibilityShape
CActorStateMonitor	On	struct	SActorEvent
CActorStateMonitor	Preload	link	CPreloadLink
CActorStateMonitor	Remove	struct	SActorEvent
CActorStateMonitor	StateArray	struct	SActorStateInfo
CActorStateMonitor	Supporter	struct	SActorRequest
CActorStateMonitor	VisibilityShape	struct	SActorVisibilityShape
CActorTerrain	On	struct	SActorEvent
CActorTerrain	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorTerrain	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorTerrain	Preload	link	CPreloadLink
CActorTerrain	Remove	struct	SActorEvent
CActorTerrain	Supporter	struct	SActorRequest
CActorTerrain	VisibilityShape	struct	SActorVisibilityShape
CActorTerrainDeformer	Footprint	link	CFootprintLink
CActorTerrainDeformer	Host	struct	SActorRequest
CActorTerrainDeformer	HostForProps	struct	SActorRequest
CActorTerrainDeformer	HostSiteOps	struct	SActorSiteOpsData
CActorTerrainDeformer	On	struct	SActorEvent
CActorTerrainDeformer	Preload	link	CPreloadLink
CActorTerrainDeformer	Remove	struct	SActorEvent
CActorTerrainDeformer	Supporter	struct	SActorRequest
CActorTerrainDeformer	VisibilityShape	struct	SActorVisibilityShape
CActorText	Host	struct	SActorRequest
CActorText	HostForProps	struct	SActorRequest
CActorText	HostSiteOps	struct	SActorSiteOpsData
CActorText	On	struct	SActorEvent
CActorText	Preload	link	CPreloadLink
CActorText	Remove	struct	SActorEvent
CActorText	Supporter	struct	SActorRequest
CActorText	VisibilityShape	struct	SActorVisibilityShape
CActorTurret	On	struct	SActorEvent
CActorTurret	PitchQuery	struct	SAttachQuery
CActorTurret	Preload	link	CPreloadLink
CActorTurret	Remove	struct	SActorEvent
CActorTurret	Supporter	struct	SActorRequest
CActorTurret	TurretBody	struct	SActorRequest
CActorTurret	VisibilityShape	struct	SActorVisibilityShape
CActorTurret	YawQuery	struct	SAttachQuery
CActorUnit	AbilSoundArray	struct	SUnitAbilSound
CActorUnit	Baselines	struct	SActorBaseline
CActorUnit	BuildModel	link	CModelLink
CActorUnit	DeathArray	struct	SActorDeathData
CActorUnit	DeathCustomData	struct	SActorDeathDataCustomGroup
CActorUnit	DeathCustoms	struct	SActorDeathDataCustom
CActorUnit	EditorModel	link	CModelLink
CActorUnit	ErrorArray	struct	SErrorOverride
CActorUnit	EventDataFootprint	struct	SEventDataFootprint
CActorUnit	EventDataSound	struct	SEventDataSound
CActorUnit	GroupIcon	struct	SLayerIcon
CActorUnit	GroupIconVariations	struct	SLayerIconVariation
CActorUnit	GroupSoundArray	link	CSoundLink
CActorUnit	HeroIconVariations	struct	SIconVariation
CActorUnit	Host	struct	SActorRequest
CActorUnit	HostedAttaches	struct	SActorHostedAttach
CActorUnit	HostFor2ndVisibilityTest	struct	SActorRequest
CActorUnit	HostForProps	struct	SActorRequest
CActorUnit	HostSiteOps	struct	SActorSiteOpsData
CActorUnit	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorUnit	ImpactSound	link	CSoundLink
CActorUnit	ImpactSoundExtras	struct	SActorUnitImpactSoundExtras
CActorUnit	Model	link	CModelLink
CActorUnit	ModelAspectSets	struct	SActorModelAspectSet
CActorUnit	MovementHerdNode	link	CHerdNodeLink
CActorUnit	On	struct	SActorEvent
CActorUnit	OverkillByDamageOverInterval	struct	SDamageOverInterval
CActorUnit	OverkillByDamagePastRemainingHealth	struct	SDamagePastRemainingHealth
CActorUnit	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorUnit	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorUnit	PlacementModel	link	CModelLink
CActorUnit	PlacementSound	link	CSoundLink
CActorUnit	PortraitCamera	link	CCameraLink
CActorUnit	PortraitModel	link	CModelLink
CActorUnit	Preload	link	CPreloadLink
CActorUnit	Remove	struct	SActorEvent
CActorUnit	SoundArray	link	CSoundLink
CActorUnit	StatusChargeData	struct	SStatusChargeData
CActorUnit	StatusColors	struct	SStatusColor
CActorUnit	StatusHarvesterData	struct	SStatusHarvesterData
CActorUnit	StatusTextInfo	struct	STextTagParameters
CActorUnit	Supporter	struct	SActorRequest
CActorUnit	TerrainSquibs	struct	STerrainSquib
CActorUnit	UnitButton	link	CButtonLink
CActorUnit	UnitButtonMultiple	link	CButtonLink
CActorUnit	UnitIconVariations	struct	SIconVariation
CActorUnit	UnitKillRank	struct	SUnitKillRank
CActorUnit	VisibilityShape	struct	SActorVisibilityShape
CActorUnit	VitalColors	struct	SVitalColor
CActorUnit	Wireframe	struct	SLayerIcon
CActorUnit	WireframeShield	struct	SLayerIconShield
CActorUnit	WireframeShieldVariations	struct	SLayerIconShieldVariation
CActorUnit	WireframeVariations	struct	SLayerIconVariation
CActorUnitRing	EventDataFootprint	struct	SEventDataFootprint
CActorUnitRing	EventDataSound	struct	SEventDataSound
CActorUnitRing	Host	struct	SActorRequest
CActorUnitRing	HostedAttaches	struct	SActorHostedAttach
CActorUnitRing	HostFor2ndVisibilityTest	struct	SActorRequest
CActorUnitRing	HostForProps	struct	SActorRequest
CActorUnitRing	HostSiteOps	struct	SActorSiteOpsData
CActorUnitRing	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorUnitRing	Model	link	CModelLink
CActorUnitRing	ModelAspectSets	struct	SActorModelAspectSet
CActorUnitRing	On	struct	SActorEvent
CActorUnitRing	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorUnitRing	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorUnitRing	Preload	link	CPreloadLink
CActorUnitRing	Remove	struct	SActorEvent
CActorUnitRing	Supporter	struct	SActorRequest
CActorUnitRing	VisibilityShape	struct	SActorVisibilityShape
CAlert	PingModel	link	CModelLink
CAlert	Sound	link	CSoundLink
CArmyCategory	ArmyUnitArray	link	CArmyUnitLink
CArmyCategory	ArmyUpgradeArray	link	CArmyUpgradeLink
CArmyCategory	BankPath	struct	SBankPath
CArmyCategory	Unit	link	CUnitLink
CArmyCategory	UpgradeArray	link	CUpgradeLink
CArmyUnit	ArmyUpgradeArray	link	CArmyUpgradeLink
CArmyUnit	BankPath	struct	SBankPath
CArmyUnit	Skin	link	CSkinLink
CArmyUnit	Unit	link	CUnitLink
CArmyUnit	UpgradeArray	link	CUpgradeLink
CArmyUpgrade	UpgradeArray	link	CUpgradeLink
CArtifact	Face	link	CButtonLink
CArtifact	Item	link	CItemLink
CArtifact	Model	link	CModelLink
CArtifact	PlayerResponses	link	CPlayerResponseLink
CArtifact	RankArray	struct	SArtifactRank
CArtifact	ReleaseDate	struct	SHeroReleaseDate
CArtifact	Talent	link	CTalentLink
CArtifact	Upgrades	link	CUpgradeLink
CArtifactSlot	RequiredReward	link	CRewardLink
CAttachMethodFilter	Keys	struct	SAttachKey
CAttachMethodNodeOccupancy2	Targets	link	CModelLink
CAttachMethodProximity	Location	struct	SEffectWhichLocation
CBankConditionCombine	CombineArray	link	CBankConditionLink
CBehavior	Cost	struct	SCost
CBehavior	Face	link	CButtonLink
CBehaviorAttackModifier	Chance	struct	SAccumulatedFixed
CBehaviorAttackModifier	Cost	struct	SCost
CBehaviorAttackModifier	DamageDealtFraction	struct	SAccumulatedFixed
CBehaviorAttackModifier	DamageDealtScaled	struct	SAccumulatedFixed
CBehaviorAttackModifier	DamageDealtUnscaled	struct	SAccumulatedFixed
CBehaviorAttackModifier	DamageTotalMultiplier	struct	SAccumulatedFixed
CBehaviorAttackModifier	Face	link	CButtonLink
CBehaviorAttackModifier	ImpactDamageInheritEffect	link	CEffectLink
CBehaviorAttackModifier	MultishotSearchPattern	link	CEffectLink
CBehaviorAttackModifier	PreImpactEffect	link	CEffectLink
CBehaviorAttackModifier	ValidatorArray	link	CValidatorLink
CBehaviorAttribute	Cost	struct	SCost
CBehaviorAttribute	Face	link	CButtonLink
CBehaviorAttribute	Modification	struct	SModification
CBehaviorAttribute	PointGainEffect	link	CEffectLink
CBehaviorAttribute	PointLossEffect	link	CEffectLink
CBehaviorBuff	AcquirePlayer	struct	SEffectWhichPlayer
CBehaviorBuff	AINotifyEffect	link	CEffectLink
CBehaviorBuff	Cost	struct	SCost
CBehaviorBuff	DamageResponse	struct	SDamageResponse
CBehaviorBuff	DisableValidatorArray	link	CValidatorLink
CBehaviorBuff	Duration	struct	SAccumulatedGameTime
CBehaviorBuff	DurationOverride	struct	SBehaviorDuration
